type,sub_type,text,listPrice,sqft,lot_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,lastSoldPrice,soldOn,sold_to_list_ratio,price_per_sqft_sold,property_age_at_sale
single_family,,"One of Berwyn's finest jumbo brick bungalows - fully remodeled from top to bottom! This solid home blends timeless charm with modern luxury and features a rare, highly sought-after side driveway. Step inside to an open, spacious floor plan with luxury vinyl wood floors throughout, a bright living and dining area, and a versatile office space. The stunning kitchen showcases quartz countertops, a large peninsula with seating, a walk-in pantry, and stainless steel appliances. The main floor offers three bedrooms and a full bath designed with both style and function in mind. The entire second floor serves as a private primary suite - complete with its own living room, massive closets, and a spa-inspired bathroom with a double vanity. The fully finished basement adds exceptional versatility with four additional bedrooms, a full bath, and a dedicated laundry area - perfect for a growing family or extended living. Outside, enjoy a fenced yard and a two-car garage. Additional upgrades include 200-amp electrical service, newer plumbing, newer windows, dual furnaces, and dual A/C condensers. Truly one of a kind - this jumbo bungalow is a must-see!",520000.0,3427.0,4704.0,2.0,4.0,3.0,3.0,3.0,2.0,1922.0,525000.0,2026-04-24,1.0096,153.2,104
townhomes,townhouse,"Location, location, location! This end-unit townhome in the desirable Kingspointe subdivision offers beautiful pond views and is just minutes from the Metra station with easy access to Route 88. Step inside to a bright foyer that leads to an open-concept living area, perfect for everyday living and entertaining. The living room features a cozy fireplace and large windows that fill the space with natural light. The kitchen and dining area feature beautiful NEW CABINETRY and hardwood flooring, creating a warm, elegant atmosphere. Upstairs, enjoy two generously sized bedrooms, including a primary suite with an UPDATED PRIVATE EN-SUITE. The loft/den offers a versatile space for a WORK-FROM-HOME OFFICE, EXERCISE SPACE, OR PLAYROOM, and can easily convert into a third bedroom. Outside, relax on the private patio overlooking the pond. Additional highlights include a two-car HEATED GARAGE WITH WORK BENCH AND STORAGE SHELVING. This home combines comfort, functionality, and scenic surroundings-a must-see!",369900.0,1646.0,,,2.0,3.0,2.0,2.0,2.0,1999.0,386000.0,2026-04-24,1.0435,234.51,27
single_family,,"Please allow 1 hour notice for all showings. Welcome to [Redacted], a beautifully maintained home tucked away on a quiet cul-de-sac in the heart of Godfrey. This inviting 3-bedroom, 1-bath home offers the perfect blend of comfort, space, and convenience-with the added potential for a second bathroom in the lower level. All three bedrooms are generously sized, offering comfortable living and flexibility for guests, a home office, or hobbies. Freshly painted and ready for new owners, this home offers a move-in-ready opportunity with comfortable living spaces and room to grow.",175000.0,1794.0,7688.0,2.0,3.0,1.0,1.0,1.0,1.0,1980.0,170000.0,2026-04-24,0.9714,94.76,46
condos,condo,"Don't wait on this terrific ground floor, end unit with loads of updates in the very popular Canterbury Place neighborhood! You'll love the short walk to Algonquin Commons, nearby upscale restaurants and shopping, walking and bike paths, and quick access to I-90 and the Longmeadow bridge! This Burberry model offers true ground level ranch access, 2 Bedrooms, 2 Baths, a huge 2 car garage, and private patio! With 9 foot ceilings through the entire unit, the light filled layout feels spacious and very accomodating. Features include a large living room, dining area with bump out, 9 foot ceilings, engineered hardwood floors, oversized windows, ceramic tile baths and side glass door leading to your private patio. Kitchen is open to the dining and living rooms, with 42"" oak cabinets, abundant cabinet space, pantry closet, and newer appliances! Big ticket updates include the roofs and driveways in 2022, stainless steel kitchen appliances, furnace and central air 2021, water heater 2023, and garage door opener. Very spacious master bedroom with large walk in closet, roomy spa-like bath with soaker tub, dual vanities, linen closet and walk in shower. 2nd Bedroom with double closet is perfect for a den, bedroom or guests. Outstanding D300 schools, super convenient location to shopping, expressways, recreation and more. Investor friendly neighborhood! FHA approved development. Fabulous neighborhood that checks the boxes for downsizing, investing or starting out! Call for your appointment today.",289900.0,1324.0,,,2.0,2.0,2.0,2.0,2.0,2004.0,302000.0,2026-04-24,1.0417,228.1,22
multi_family,,"Corner Brick legal 4 Unit with full unfinished basement on 32.7 X 125' RS3 Zoned lot in NorthCenter. Center entry walk-up with front and back units. Loaded with vintage charm. Original wood trim, posts, hutches, butler doors, transom windows, and oak and maple flooring. Throwback kitchens and baths. Maintained well but mostly original finishes. GFA furnaces and wall hung space heaters. Some window a/c units. 10-year-old rubber roof, chimneys, and parapet walls. New gutters with permanent heating coils. Wide and tall basement for duplex ideas. Laundry in basement. Open rear yard for future parking? Floorplans have pantries to allow in-unit laundry and GFA/CAC improvements. Extra wide lot could allow for new construction possibilities. Rents of renovated units are at all-time highs. Come and get this project before it gets gobbled up.",1200000.0,,,,8.0,5.0,4.0,4.0,,1913.0,1170000.0,2026-04-24,0.975,,113
single_family,,"Lovingly maintained and thoughtfully updated, this 4-bedroom, 2-bath home offers peace of mind with major improvements already completed. Recent updates include a newer roof with transferable warranty (2022), brand new siding (2025), re-sanded hardwood floors (2025), upgraded backyard deck (2024), updated garage (2020), new concrete front steps (2024), hot water tank (2020), and all windows replaced with double-hung windows. Conveniently located near transportation, schools, shopping, dining, and more. Move-in ready with nothing left to do but unpack and enjoy.",298000.0,1558.0,,2.0,4.0,2.0,2.0,2.0,2.0,1940.0,300000.0,2026-04-24,1.0067,192.55,86
condos,condo,"Beautiful 2-bedroom, 2-bath condo located in the heart of Crystal Lake! This spacious 2nd-floor unit offers an ideal blend of style and convenience, just minutes from shopping, restaurants, and Metra. The open floor plan includes a generous living and dining space accented by wood flooring and an exposed brick wall for added character. The galley kitchen features ample cabinetry, stainless steel appliances, and a convenient pass-through to the living room. A private oversized deck provides the perfect spot to relax or entertain. The primary suite boasts a walk-in closet and private full bath. A second bedroom and bath add flexibility for family, guests, or a home office. This secured-entry building offers a welcoming foyer and excellent amenities, including a swimming pool, exercise facility, and clubhouse. Association dues cover heat, water, garbage, and exterior maintenance-making this a low-maintenance lifestyle opportunity. Whether you're a first-time buyer, downsizer, or investor, this condo is move-in ready and priced to sell. Don't miss out on this wonderful opportunity to enjoy easy living in one of Crystal Lake's most desirable locations! Buyers Financing fell thru last minute",159900.0,1351.0,,,2.0,2.0,2.0,2.0,,1965.0,160000.0,2026-04-24,1.0006,118.43,61
single_family,,"NEW UPDATES!! BRAND NEW KITCHEN AND FULLY FENCED YARD! Come see this lovely three bedroom, two bath all-brick home in sunny Lansing! Full basement with an extra bedroom! Large newly fenced yard, driveway and garage on a beautiful tree-lined street. Minutes away from downtown Lansing and the border of Indiana, which means access to no taxes on food and cheaper gas prices! Come sit on the porch for a spell and fall in love.",219999.0,1323.0,,1.0,3.0,2.0,2.0,2.0,2.0,1959.0,216000.0,2026-04-24,0.9818,163.27,67
condos,condo,"**** MULTIPLE OFFERS RECEIVED. BEST AND FINAL OFFERS DUE SUNDAY MARCH 1ST AT 12:00PM. ***** Welcome to this bright and beautifully maintained 2 bedroom, 2 bathroom corner unit in an elevator building ideally located in the heart of Chicago's sought-after Old Town neighborhood. Just steps from the area's best restaurants, shops, nightlife, parks, and public transit, this home offers the perfect blend of comfort, convenience, and vibrant city living. Front entrance leads into a spacious foyer with closet space and storage. Bright and airy living room, where floor-to-ceiling windows and balcony bring in west facing light and offers charming views of the courtyard. A gas fireplace and designated dining area create a cozy yet open space that flows seamlessly into the modern kitchen; perfect for entertaining. The kitchen features stone countertops, large island with breakfast bar, and stainless-steel appliances. Spacious primary bedroom features a walk-in closet and ensuite bathroom with double sinks. Large second bedroom, full bathroom, private covered balcony, washer/dryer and additional storage space complete this home. One garage parking space and full-size storage crate included in the price. Additional parking for rent may be available. Building to have a brand new roof and smart elevators. This home truly delivers the best of Old Town living in a move-in ready package.",465000.0,,,,2.0,2.0,2.0,2.0,1.0,2004.0,530000.0,2026-04-24,1.1398,,22
townhomes,townhouse,"Don't miss out on this beautifully updated 2-bedroom, 1-bath condo offering approximately 1,025 square feet of bright, comfortable living space, complete with a one-car garage. This move-in-ready home blends modern updates with timeless charm, creating a warm and welcoming atmosphere throughout. Recent improvements include new windows, fresh paint and flooring completed in 2024, updated bathroom finishes in 2025, and a new storm door, providing peace of mind for years to come. The kitchen offers ample storage and functionality and features a brand-new dishwasher, along with classic appliances. Major mechanicals have been thoughtfully updated, including a brand new water heater installed in 2026, furnace installed in 2019, a washer from 2019, and a dryer from 2018. The epoxy-coated garage floor and new garage door add a polished finish, while the private patio creates the perfect space to relax or entertain. Additionally, new siding is scheduled to be completed soon, further enhancing the property's curb appeal and long-term value. Ideally located near Home Depot and Jewel-Osco, dining, and transportation. This home delivers comfort, style, and convenience - truly move-in ready.",264900.0,1025.0,,,2.0,1.0,1.0,1.0,1.0,1985.0,267000.0,2026-04-24,1.0079,260.49,41
single_family,,"Walk through the front door and notice the SOARING CATHEDRAL CEILING in the living room, dining room and kitchen! The kitchen has LOTS OF CABINETS and GRANITE COUNTERTOPS plus AN ISLAND for even more preparation space. Walk downstairs to the LARGE FAMILY ROOM with the GAS FIREPLACE and lots of windows for plenty of NATURAL LIGHT. There is a bedroom on the LOWER LEVEL for a little PRIVACY with a full bathroom. On the upper level are 3 BEDROOMS including the MASTER BEDROOM that includes the master bathroom and a 3RD FULL BATHROOM off the hallway. Unfinished BASEMENT under the living room, dining room and kitchen and houses the egress window plus newer furnace & TANKLESS WATER HEATER. Outside is a HEATED POOL in the fenced yard just off the LARGE PATIO which houses a FIREPIT for after your swim to ENJOY EVENINGS in the spring, summer and fall with FRIENDS AND FAMILY! Some of the places located NEARBY are RESTAURANTS such as JIMMY JO'S BBQ, Flight 102 Wine Bar, Koi's Asian Bistro, BRICKSTONE BREWERY, Candy & Cake and more. SHOPPING and services like Girard Ace Hardware, MUNICIPAL BANK, CONNECT ROASTERS, Riverside Health Fitness Center, ANDAUL JEWELERS and more. OLIVET UNIVERSITY, Bradley/Bourbonnais Community High School (ranked #1 High School in Kankakee County & #160 High School in IL by U. S. News & World Report 2025-2026), BUGC and Kankakee Community College (KCC) for your EDUCATIONAL NEEDS! Recreational opportunities like Strickler Planetarium, Exploration Station Children's Museum, ADVENTURE COMMONS, Dreamland Galaxy, Dynamo Soccer, Bradley-Bourbonnais Youth Softball League, PERRY FARM, Kankakee River State Park, [Redacted] INDOOR WATERPARK in the state of Illinois branded with Mattel and more! EVENTS include the Bourbonnais Friendship Festival, CHOCOLATE TOUR, Annual Food Truck Fest and other events at THE GROVE with music and other highlights. Jump on I-[Redacted] to CHICAGO or 1 1/2 hours to CHAMPAIGN! Ask for AHS BRAND HOME WARRANTY! Start Packin'!",329987.0,2340.0,10454.0,,4.0,3.0,3.0,3.0,2.0,2003.0,335000.0,2026-04-24,1.0152,143.16,23
single_family,,"This one story bungalow is centrally located and convenient to all city amenities. The interior offers a living room, kitchen with a dining area, 1 bedroom, 1 bathroom and rear den. The front attached garage has been converted into a bonus room. Other amenities include a rear patio, fenced backyard and rear parking pad. This property is eligible under the Freddie mac First Look Initiative through 12/17/2025. There are now multiple offers, highest and best deadline is 03/17/26 at 12pm.",49900.0,1148.0,,,1.0,1.0,1.0,1.0,,1939.0,47000.0,2026-04-24,0.9419,40.94,87
townhomes,townhouse,,285000.0,1892.0,,,3.0,3.0,2.0,2.0,2.0,2002.0,285000.0,2026-04-24,1.0,150.63,24
single_family,,"This home is bigger than you think! Newly remodeled 3 bed,[Redacted] waiting for you to decorate. You won't want to leave the house when you see the brand new kitchen. It's complete with new appliances and opens to the spacious and sun-filled dining area. Relax in the back yard on the spacious patio and enjoy the newer pond feature. The back yard also has a 21/2 car garage, perfect for all of your projects or storage. Many new updates including ceiling fans, carpet, closet doors, hardwood floors, window in living room as well as sliding glass door and exterior door. Roof on house and garage was put on in 2015/2017. Seller is offering a 1 year AHS Home Warranty.",163000.0,1141.0,,1.0,3.0,1.0,1.0,1.0,2.0,1962.0,164915.0,2026-04-24,1.0117,144.54,64
single_family,,"THIS IS IT!! BEAUTIFULLY REHABBED FROM TOP TO BOTTOM WITH THE BEST OF EVERYTHING. STUNNING WATER-PROOF WOOD LAMINATE THROUGHOUT THE 1ST FLOOR WITH 5.25"" MOLDINGS. PLUSH 65oz AVALON GRAY CARPET THROUGHOUT THE 2ND FLOOR. NEW SOFT-CLOSE ROYAL BLUE KITCHEN CABINETS WITH BEAUTIFUL WHITE QUARTZ COUNTERS AND SAMSUNG VIP STAINLESS STEEL APPLIANCES. ALL NEW LIGHTING, BATHROOM FIXTURES, TOILETS AND ESSENTIALS. INCREDIBLE LARGE FENCED YARD WITH LOVELY BRICK PATIO FOR ALL YOUR ENTERTAINMENT NEEDS. A FULL BASEMENT FOR STORAGE AND FUTURE EXPANSION POSSIBILITIES. A LARGE WORKSPACE OR OFFICE AREA IN THE REAR OF GARAGE DON'T MISS THIS. 1YR HOME WARRANTY INCLUDED. MAKE THIS YOUR HOME TODAY!",499995.0,,,2.0,4.0,3.0,2.0,2.0,2.0,2005.0,489000.0,2026-04-24,0.978,,21
condos,condo,"Your chance to own an end-unit condo in the desirable Lake in the Woods Community of Downers Grove! Move-in ready 2 Bedrooms and 1.5 Baths with beautiful wood laminate flooring throughout the entire unit. Newer in-unit washer/dryer. Updated main bath, options for conversion of second half bath to full. Kitchen features Hickory cabinets, Corian countertops, SS appliances and recessed lights. Enjoy the large sunlit living room with sliding glass doors that open to a private 30ft balcony. The Oversized primary bedroom features a huge closet, sliding glass door to the private balcony and a separate room with a private half bath, washer & dryer and a storage closet. Your second bedroom offers a large closet and additional access to the private balcony. Heated underground parking with personal parking spot and storage unit. Cat-friendly building, all owner-occupied! Located near excellent Downers Grove Schools, shopping, dining and entertainment! Easy access to both airports and downtown Chicago.",244500.0,1011.0,,,2.0,2.0,1.0,1.0,1.0,1969.0,235000.0,2026-04-24,0.9611,232.44,57
single_family,,"A modern brick home offering over 3,200 square feet of refined living space with fresh updates throughout, including newly refinished hardwood floors and a completely new kitchen with white cabinetry, quartz counters, stainless steel appliances, and strong storage. Large windows bring in natural light across every level. The upper floors feature spacious bedrooms and beautifully updated baths, including a primary suite with a large walk-in closet and a spa-inspired bathroom. A finished lower level adds flexible space for entertainment, work, or guests. The home includes a fenced front yard, a two-car garage, and an amazing private backyard designed for relaxing or hosting. Set on a beautiful street in Bronzeville close to the lakefront, parks, dining, and neighborhood amenities, this property blends modern comfort with a luxury feel in one of Chicago's most historic communities.",650000.0,3200.0,,2.0,3.0,4.0,3.0,3.0,2.0,2006.0,606000.0,2026-04-24,0.9323,189.38,20
single_family,,"Tucked off the road on nearly 1.2 acres, this 3 bedroom, 3 bathroom home offers privacy, space and comfort. Step inside to a huge, cozy family room featuring a working gas fireplace. The spacious kitchen is designed for function and entertaining, complete with a double oven and newer appliances. Around the corner is a formal dining room with hardwood floors and a stunning oversized window fills the space with natural light. The large master suite boasts beautiful hardwood floors and 2 closets for ample storage. Outside you will find a fenced in backyard, 1 car garage and additional carport. And a spacious unfinished basement for extra storage! Schedule your showing today!",215000.0,1846.0,44867.0,,3.0,3.0,3.0,3.0,1.0,1980.0,210000.0,2026-04-24,0.9767,113.76,46
single_family,,"This super clean adorable ranch home has been updated and is ready to move in! Solid surface flooring throughout with matching area rugs (included). The neutrally painted walls lend the perfect backsplash for you to add your personal color splashes without needing to redecorate. The living room has an electric heatilator fireplace and custom lighting. The eat-in kitchen has plenty of room for a table & chairs and is perfect for gathering at mealtime. Right off the kitchen is large walk-in pantry and entry to the spacious deck. The bath has been tastefully updated as well. The large 2 car detached garage has plenty of storage. Just minutes to the Glendale Heights Sports Hub, schools, and shopping. Most furniture is negotiable! You don't want to miss this gem!",325000.0,999.0,,1.0,3.0,1.0,1.0,1.0,2.0,1965.0,325000.0,2026-04-24,1.0,325.33,61
single_family,,"Welcome home to [Redacted]! This beautifully maintained 3-bedroom ranch in Swansea Illinois offers the perfect blend of modern updates and cozy comfort. Situated on a spacious corner lot, this home boasts fantastic curb appeal and ample parking for guests. Interior Highlights: Modern Kitchen: The heart of the home features sleek stainless-steel appliances (which stay!), an electric stove and a stainless refrigerator. You'll love the ample cabinet space and the convenient cabinet pantry for all your storage needs. Contemporary Finishes: Enjoy the seamless look of laminate flooring throughout the main living areas, complemented by cozy carpeting in all three bedrooms. Bright & Airy: The kitchen and living room are illuminated by modern recessed can lighting, while ceiling fans in every bedroom, the kitchen and the living room ensure year-round comfort. Move-In Ready: With many recent updates, this home is ready for you to simply turn the key and start living. Exterior & Extra Features: Outdoor Living: Transition easily to the backyard through sliding glass doors off the kitchen, leading to a private patio-perfect for morning coffee or weekend BBQs. Storage & Parking: The property includes a carport with an attached storage area, providing plenty of room for tools and outdoor gear. Prime Location: Located in a quiet Swansea neighborhood with easy access to local amenities.",108000.0,1053.0,6098.0,1.0,3.0,1.0,1.0,1.0,,1963.0,110500.0,2026-04-24,1.0231,104.94,63
mobile,,"Move-In Ready with Quick Close Available! Welcome to Wildwood North 55+ Community, where affordable country living meets comfort and convenience. This charming 2-bedroom, 2-bath mobile home offers over 1,000 sq ft of thoughtfully designed living space. Step into a spacious, open-concept living room and den filled with natural light, flowing seamlessly to an enclosed rear porch-perfect for relaxing and enjoying peaceful summer sunsets. The primary suite features a large bath with double vanity, sunken tub, and separate shower for added comfort. Additional highlights include a mudroom with washer and dryer, ample interior storage, a detached single-car garage, storage shed, and concrete driveway. The home is surrounded by mature landscaping and backs to an open field, offering privacy and tranquil views in a quiet neighborhood setting. Come enjoy the peaceful country lifestyle! Lot rent is $1095 per month. Application to community is $35",29900.0,,,,2.0,2.0,2.0,2.0,1.0,1986.0,29900.0,2026-04-24,1.0,,40
condos,condo,"Upper-level unit in the desirable East Hamptons subdivision offering a bright and open layout with private entrance and vaulted ceilings in the living room. This 2-bedroom, 1-bath home features a separate dining area, kitchen with granite countertops, and two well-sized bedrooms with shared full bath. Enjoy natural light throughout and a private balcony with views of Fox Run Golf Course and pond. Additional highlights include updated windows, in-unit washer and dryer, attached 1-car garage, and low monthly association dues. Conveniently located near shopping, dining, parks, major highways (53/90/290), and within highly rated Mead and Conant High School districts.",275000.0,,,,2.0,1.0,1.0,1.0,1.0,1988.0,275000.0,2026-04-24,1.0,,38
single_family,,"SPECIAL FINANCING OFFERS AVAILABLE! READY FOR REBRUARY DELIVERY! Homesite # 0589 Take in the beauty of the Townsend, a home where sophisticated design and everyday comfort come together seamlessly. This thoughtfully crafted residence features four bedrooms, two full bathrooms, a powder room, and a spacious living room, providing ample space for both relaxation and entertainment. The first floor boasts an airy, open-concept layout, with luxury vinyl plank flooring unifying the kitchen, dining area, and family room. At the heart of the home, the chef-inspired kitchen impresses with sleek quartz countertops, premium stainless-steel appliances, 42"""" cabinetry in your choice of finishes, and a large center island perfect for meal prep and gatherings. Upstairs, the owner's suite is a paradise, offering a spacious walk-in closet and a spa-like en-suite bathroom with double sinks and a deluxe shower, creating the perfect space for unwinding. Three additional bedrooms and a full bathroom are located nearby, while a second-floor laundry room adds convenience to everyday living. With its smart design and premium finishes, the Townsend offers a lifestyle that blends comfort, style, and functionality, perfectly suited for the way you live today. Exterior will be Slate color siding with Old Lafayette color brick. (pic for reference ONLY) *Photos are not this actual home* Welcome to Lakewood Prairie, a vibrant new master-planned community offering beautifully designed new homes in Joliet, Illinois. This thoughtfully developed neighborhood features family-friendly amenities including multi-use trails, a tot lot, and plenty of open green space-perfect for enjoying the outdoors and building a connected community. Situated in the heart of Joliet, Lakewood Prairie offers more than just a place to live-it offers a lifestyle. Joliet is a city rich in history, culture, and recreation, with easy access to world-class entertainment and everyday conveniences. Explore the charm of Downtown Joliet, located along the scenic Des Plaines River. This dynamic and walkable area is filled with local restaurants, boutique shops, and renowned museums. Signature events like the Taste of Joliet festival and the Joliet Christmas Parade bring the community together year-round for celebration and fun. Lakewood Prairie combines modern suburban living with the energy and accessibility of Joliet-offering the best of both worlds for families, professionals, and everyone in between.",459900.0,2382.0,,2.0,4.0,3.0,2.0,2.0,3.0,2025.0,439900.0,2026-04-24,0.9565,184.68,1
condos,condo,"One bedroom condo with a garage parking space in downtown Chicago! This heated garage with a separate PIN available only for $19,800! Great location! This loft-style condo in Clinton Complex is super conveniently situated near the I-290 and I-90/I-[Redacted] junction in Chicago's South Loop, offering easy access to all expressways. Unit featuring special high ceilings and an open floor plan with gleaming hardwood floors throughout-including the kitchen, dining area, living room-the unit provides a carefree living space with a balcony to relax and enjoy the breeze. Carpet in bedroom, just has been replaced one year ago. The extra-spacious primary bedroom includes a wall-to-wall closet for ample storage, while in-unit laundry cuts expenses and saves time. Additional perks include an included large storage unit , ensuring secure on-site parking.A free extra storage room in the building basement. Great location!Accessible from Jefferson Street, the building offers a doorman for added security and service, an elevator for effortless access, an on-site fitness center on the second floor, bike storage, a dry cleaner, and a common courtyard to support your active lifestyle. Investor-friendly with no short-term rentals allowed, this stylish loft boasts an industrial-chic aesthetic and is steps from Clinton stop of the Blue Line, within walking distance to the Loop, Union Station, Ogilvie Station, Greek Town, Fulton Market, restaurants, shopping, and grocery stores. Schedule a viewing today to make this sophisticated unit your new home in the heart of Chicago's thriving West Loop.",212900.0,850.0,,,1.0,1.0,1.0,1.0,1.0,1890.0,235000.0,2026-04-24,1.1038,276.47,136
single_family,,"Multiple offers in, highest best due by 03/28/2026 at noon. Here's your opportunity to see this newly listed three-bedroom, one-bathroom, all-brick home situated on nearly one-quarter acre (lot size 80' x 132'). Interior features include mostly hardwood floors throughout; an all-oak cabinetry, eat-in kitchen with ceramic floors; and a separate laundry room with extra storage. Hot water heater was installed in 2019. Exterior features include a two-car, attached garage; 13' x 18' deck off the kitchen; and a 12' x 13' shed in the yard. Home is in good condition and is being sold AS-IS. Taxes without exemptions: $6,222; homeowner exemption: $1,078; senior exemption: $862; senior freeze: $3,886; current real estates taxes: $393.",259900.0,984.0,10367.0,1.0,3.0,1.0,1.0,1.0,2.0,1955.0,250000.0,2026-04-24,0.9619,254.07,71
single_family,,,160000.0,1100.0,,2.0,3.0,2.0,1.0,1.0,2.0,1943.0,135000.0,2026-04-24,0.8438,122.73,83
condos,condo,"LUXURY CONDO W/MAGNIFICENT VIEWS FROM SPACIOUS LVG & ALL BEDROOMS. HUGE ROOM SIZES, 2 BEDROOMS PLUS A DEN WITH 2.5 BATHROOMS. BRIGHT AND CLEAN KITCHEN WITH EAT IN AREA AND DOOR TO PATIO. GORGEOUS FLOORING THROUGHOUT THE UNIT. DOORMAN, GREAT SECURITY, FITNESS CENTER AND CLUB ROOM. ALL THIS PLUS A 2 CAR PARKING SPACES INCLUDED IN THE PRICE! IN THE HEART OF DOWNTOWN ARLINGTON HEIGHTS, WALK TO TRAIN, SHOPS AND RESTAURANTS!",569000.0,,,,2.0,3.0,2.0,2.0,2.0,2000.0,580000.0,2026-04-24,1.0193,,26
condos,condo,"Edgewater Beach! Very Spacious Corner 2 Bedroom/2 Bathroom Split Floor Plan loaded with light. Large bedrooms, built in bar, New Upgraded Window Treatments Throughout. Wood-look tile floors in the common living areas and carpet in the bedrooms. Open kitchen with cherry cabinets , granite counter tops and stainless steel appliances. Updated Bathrooms with Storage Locker on the same floor. You May Join the Health Club with an Indoor Pool in the Next Door Building. Tennis courts at the building, Close to Park and Lake, Historic Bryn Mawr with Shops and Restaurants, Andersonville. Public Transportation Outside Your Door. Vicinity of Loyola University Chicago.",329900.0,1350.0,,,2.0,2.0,2.0,2.0,1.0,1969.0,329900.0,2026-04-24,1.0,244.37,57
townhomes,townhouse,"Why rent when you can own one of the most affordable homes currently available in Brookfield? This two-story townhome lives like a single-family property with its own private entrance, fenced backyard, unfinished basement, and detached two-car garage. Hardwood floors run throughout the home, and the traditional layout offers a bright living room, dedicated dining space, functional kitchen, and coat closet on the main level, with two bedrooms and a full bath upstairs. The unfinished basement provides excellent storage and includes an exterior door leading directly to the backyard-ideal for pets, entertaining, or simply enjoying your own outdoor space. Central air adds year-round comfort. Located within highly regarded Lyons Township High School District [Redacted] minutes from the Metra train, this home offers exceptional value, privacy, and convenience at a price point that makes homeownership in Brookfield attainable.",239000.0,988.0,,,2.0,1.0,1.0,1.0,2.0,1943.0,260000.0,2026-04-24,1.0879,263.16,83
multi_family,,"Great investment property in O'Fallon. Each unit is 2 bedrooms with 1 bath and a washer and dryer hook. Two units have had extensive remodeling including soft close cabinets, solid surface counter tops and new appliances. All have central air. Plenty of off street parking.",365000.0,3568.0,12197.0,,2.0,1.0,1.0,1.0,,1986.0,365000.0,2026-04-24,1.0,102.3,40
condos,condo,"Spacious Oak Park Condominium - A Must-See! Discover your dream home in this absolutely lovely, spacious condominium located in the heart of central Oak Park. This west-facing unit floods with natural light, creating a warm and inviting atmosphere. The open floor plan seamlessly connects the kitchen, dining, and living areas, perfect for entertaining or relaxing. The kitchen features a handy island, ideal for casual dining and meal prep. Retreat to the primary suite, complete with a generous walk-in closet and a large, luxurious full bath. You'll find ample storage throughout, with huge closets to meet all your needs. And you'll appreciate the ease of one-car parking in the attached garage. This well-managed association ensures a worry-free living experience. Don't miss out on this perfect blend of comfort and convenience-schedule your showing today!",310000.0,1462.0,,,2.0,2.0,2.0,2.0,1.0,1971.0,305000.0,2026-04-24,0.9839,208.62,55
single_family,,"Welcome to this beautifully maintained 2-story home featuring 3 comfortable bedrooms, including one conveniently located on the main floor-perfect for guests or a home office. With 2 full bathrooms and thoughtful updates throughout, this home blends function and style effortlessly. Step into the inviting living room where vaulted ceilings and a stunning bay window fill the space with natural light. The updated, eat-in kitchen offers plenty of room for meals and gatherings, boasting modern finishes and ample cabinet space. Enjoy the ease of main-floor laundry and appreciate the comfort of a well-designed layout that supports everyday living. Outdoors, you'll find a fully fenced backyard ideal for relaxing or entertaining, complete with a large deck and beautiful paver patio. This home is move-in ready and offers a rare combination of space, updates, and charm-don't miss it! Located just a short distance from the downtown area and Metra station ***Home updates- Furnace 9 yrs, A/C 5 yrs. Roof 3 yrs. Siding 9 yrs with lifetime transferrable warranty. Dishwasher less than 1 year. Some interior rooms have been painted this month and 2nd level carpet was installed within the last few years. The Living Room and Family Room are wired for surround sound!",329900.0,1671.0,,2.0,3.0,2.0,2.0,2.0,2.0,1927.0,329000.0,2026-04-24,0.9973,196.89,99
single_family,,Smart investment - this 2-bedroom home is located conveniently to shopping and amenities - features new front and back decks - updated windows - equipped kitchen plus dining room - beautiful original woodwork and french door - alley access - Carport and Storage shed - Clean and affordable,34900.0,881.0,,,2.0,1.0,1.0,1.0,,1906.0,27500.0,2026-04-24,0.788,31.21,120
condos,condo,"Bright and beautifully positioned two bedroom, two bath plus den residence in the sought-after Prairie District of the South Loop. Spanning almost 1,400 square feet, this home features a wide, open living and dining space framed by floor-to-ceiling windows with sweeping east-facing views of Lake Michigan and the Museum Campus. Step out onto the private balcony to take in the lakefront setting. The kitchen is designed for both everyday living and entertaining, offering ample cabinetry, granite countertops, and a convenient breakfast bar. Just off the main living area, a separate den provides flexible space ideal for a home office, reading nook, or additional lounge area. The primary suite features large windows, a walk-in closet, and an en-suite bath with dual vanity, marble counters, and a glass-enclosed shower. The second bedroom is well-proportioned and enjoys excellent natural light with eastern exposure. In-unit laundry adds everyday convenience. Residents enjoy a full-service building with 24-hour door staff, rooftop sundeck, outdoor pool, fitness center, hospitality room, and bike storage. Ideally located just moments from the lakefront, Museum Campus, Grant Park, and the vibrant dining and shopping options that define South Loop living.",549000.0,1395.0,,,2.0,2.0,2.0,2.0,1.0,2008.0,540000.0,2026-04-24,0.9836,387.1,18
